pn;source_id;source_engine_file;row_count;ai_decision;ai_confidence;ai_confidence_level;ai_reason;ai_suggested_action;qa_revision_estado;qa_revision_accion;designation_final;measure_final;weight_final
X52607700002;1400592;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER FOR HP LINE;;0.241 KGM
X52607700003;1400593;engine_16V4000M73.json;28;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.053 KGM
X59407700014;1400598;engine_16V4000M73.json;12;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ADAPTER;DROSSEL-DURCHM 1,1MM;0.328 KGM
60305011;1400600;engine_16V4000M73.json;4;discard;0.49;low;faltan campos criticos o se marco para eliminar;eliminar;pendiente;revisar;;;
90160807010;1400601;engine_16V4000M73.json;4;pending_review;0.64;medium;se requiere validacion humana por conflictos detectados;revisar;ok;importar;HEX SCREW;;
301101001409;1400603;engine_16V4000M73.json;4;pending_review;0.64;medium;se requiere validacion humana por conflictos detectados;revisar;ok;importar;HEX SCREW;;
X59599100126;1400608;engine_16V4000M73.json;4;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HOSE;;0.58 KGM
X59399100021;1400620;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.849 KGM
X59608200020;1400625;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE;;0.263 KGM
X59608200017;1400631;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE;;0.8 KGM
X59608200024;1400639;engine_16V4000M73.json;8;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;3.5 KGM
X59608200018;1400648;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE;;0.784 KGM
X59608200004;1400649;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE TO FUEL FILTER;;0.19 KGM
X52805500031;1400657;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;1.025 KGM
X52499100004;1400658;engine_16V4000M73.json;28;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PIPE HALF-CLAMP FOR FUEL LINE;;0.081 KGM
000912008072;1400660;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BOLT HEX SOC HD;M 8 X 45;0.021 KGM
X59608200003;1400669;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE TO FUEL FILTER;;1.005 KGM
X59608200022;1400673;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE;;0.354 KGM
000912010082;1400676;engine_16V4000M73.json;28;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SCREW;M 10 X140;0.092 KGM
X59608200006;1400680;engine_16V4000M73.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE TO FUEL FILTER;;0.103 KGM
X00042421;1500545;engine_16V4000M73L.json;14;import_superseded;0.17;low;relacion de sustitucion clara detectada;importar;ok;importar;FILTER FUEL SPIN-ON 8 BAR;;
5511530450;1400692;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SPACER BUSHING;;0.03 KGM
X59508300004;1400693;engine_16V4000M73.json;12;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;4.621 KGM
700429009003;1400700;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 9 X 3;0.001 KGM
X59608300022;1400701;engine_16V4000M73.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG-IN PIPE FOR FUEL FILTER;;0.399 KGM
700429022002;1400703;engine_16V4000M73.json;24;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 22,2 X 3;0.001 KGM
X59608300021;1400704;engine_16V4000M73.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG-IN PIPE;;0.373 KGM
X59308300046;1711930;engine_20V4000M93.json;12;import_superseded;0.05;low;relacion de sustitucion clara detectada;importar;pendiente;revisar;CONNECTING PIEC E F.ADDIT.FUEL FIL Bu;;
X52408300008;1400715;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;28.8 KGM
X59308300011;1400719;engine_16V4000M73.json;14;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;BANJO SCREW;;
X59608300010;1400723;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG-IN PIPE FOR FUEL FILTER;;0.137 KGM
200125010501;1400725;engine_16V4000M73.json;24;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;DISC;10;0.003 KGM
000912010118;1400726;engine_16V4000M73.json;14;import_superseded;0.3;low;relacion de sustitucion clara detectada;importar;ok;importar;SCREW;;85.500 g
X59408300026;1400731;engine_16V4000M73.json;12;update_existing;0.2;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FILTER HEAD;;25.000 kg
X59308300017;1400736;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LEVER;;0.251 KGM
X52408300005;1400738;engine_16V4000M73.json;14;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;FUEL FILTER;;18.500 kg
X59408300003;1400741;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;VALVE SEAT;;0.018 KGM
700429028000;1400742;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 28 X 2,5;0.001 KGM
000472035000;1400744;engine_16V4000M73.json;15;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SNAP RING;35 X 1,5;0.003 KGM
0009902164;1400745;engine_16V4000M73.json;15;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;THREADED NIPPLE;;
X59308300035;1400746;engine_16V4000M73.json;12;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;CONTROL DISC;;
000007008102;1400747;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;DOWEL PIN;8 M6 X 20;0.009 KGM
X59308300013;1400750;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SEALING RING;;0.005 KGM
X59308300014;1400751;engine_16V4000M73.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SHAFT;;0.94 KGM
700429018006;1400752;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 18,68X 3,53;0.001 KGM
700429120001;1400754;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 120 X 3;0.006 KGM
X59308300005;1400755;engine_16V4000M73.json;14;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;COVER;;
5249973172;1400758;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FITTING;;0.117 KGM
000125010521;1400763;engine_16V4000M73.json;14;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;WASHER;;4.000 g
000580008001;1400765;engine_16V4000M73.json;14;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;EYE BOLT;;56.000 g
X52408300006;1400766;engine_16V4000M73.json;14;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;COVER;;3.400 kg
X00026909;1400769;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ENGAGING PIN;;0.017 KGM
X59408300033/89;1400771;engine_16V4000M73.json;4;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;FUEL PREFILTER;;
XP59408300034;1400772;engine_16V4000M73.json;8;import_superseded;0.32;low;relacion de sustitucion clara detectada;importar;ok;importar;FILTER CARTRIDGE FBO 60 356 10 MIC.;;
XP59408300063;1400773;engine_16V4000M73.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CONNECTION;;0.164 KGM
XP59408300086;1400775;engine_16V4000M73.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ADAPTER FOR SENSOR;;0.042 KGM
XP59400600004;1400776;engine_16V4000M73.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;GASKET KIT;;0.05 KGM
XP59408300061;1400777;engine_16V4000M73.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BOWL KIT;;4.584 KGM
XP59408300060;1400778;engine_16V4000M73.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;DRAIN VALVE;;0.204 KGM
XP59400600003;1400779;engine_16V4000M73.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CONNECTION KIT;;0.02 KGM
XP59408300059;1400780;engine_16V4000M73.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;VENT VALVE;;0.028 KGM
XP59408300055;1400781;engine_16V4000M73.json;4;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;MANOMETER;-0,3 - 10 BAR;0.14 KGM
XP59408300062;1400783;engine_16V4000M73.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LOCKING DEVICE;;0.022 KGM
X52408200009;1400796;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE TO PLATE-CORE COOLE;;0.36 KGM
X52708200003;1400797;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE TO PLATE-CORE COOLE;;0.115 KGM
8351870840;1400804;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.05 KGM
X52408200010;1400811;engine_16V4000M73.json;14;import_superseded;0.4;low;relacion de sustitucion clara detectada;importar;ok;importar;FUEL LINE TO PLATE-CORE COOLE;;0.2 KGM
X52708200002;1400812;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FUEL LINE TO PLATE-CORE COOLE;;0.16 KGM
5840983726;1400813;engine_16V4000M73.json;14;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;BRACKET;;52.800 g
700325010105;1400831;engine_16V4000M73.json;14;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PIPE CLAMP HALF;3/2 D 9 - 10;0.057 KGM
X59608700009;1400836;engine_16V4000M73.json;12;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LEAK-OFF FUEL TANK;;1.346 KGM
X59608700001;1400842;engine_16V4000M73.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LEAK-OFF FUEL LINE;;0.1 KGM
X59608700002;1400843;engine_16V4000M73.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LEAK-OFF FUEL LINE;;0.066 KGM
X59608700003;1400844;engine_16V4000M73.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LEAK-OFF FUEL LINE;;0.05 KGM
X59408700001;1400847;engine_16V4000M73.json;12;pending_review;0.39;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;LEAK FUEL SENSOR HOUSING;;1.300 kg
X59510100079;1400855;engine_16V4000M73.json;8;import_superseded;0.05;low;relacion de sustitucion clara detectada;importar;ok;importar;EXHAUST TURBOCHARGER LEFT ZR205;;114.000 kg EM
X59510100080;1400859;engine_16V4000M73.json;8;import_superseded;0.05;low;relacion de sustitucion clara detectada;importar;pendiente;revisar;EXHAUST TURBOCHARGER RIGHT Business Por;;116.500 kg EM
X59510100008;1400867;engine_16V4000M73.json;16;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BEARING HOUSING;;15.28 KGM
000000003496;1400868;engine_16V4000M73.json;54;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 8 X 90;0.038 KGM
10 X59510100008BEARING HOUSING ZR205 1 pc 15.600 kg;1400870;engine_16V4000M73.json;8;discard;0.49;low;faltan campos criticos o se marco para eliminar;eliminar;pendiente;revisar;;;
190 X59610100101THRUST BEARING 1 pc 355.700 g;1400871;engine_16V4000M73.json;15;discard;0.49;low;faltan campos criticos o se marco para eliminar;eliminar;pendiente;revisar;;;
360 X59510100035COMPRESSOR HOUSING A/R=2.65CM 1 pc 46.700 kg EM;1400872;engine_16V4000M73.json;8;discard;0.49;low;faltan campos criticos o se marco para eliminar;eliminar;pendiente;revisar;;;
X52810100096;1400873;engine_16V4000M73.json;40;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEAT SHIELD;;0.908 KGM
X00019436;1400877;engine_16V4000M73.json;16;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;TURBINE WHEEL;;6.17 KGM
X59510100033;1400887;engine_16V4000M73.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEAT SHIELD;;0.38 KGM
CLAMP FOR CO X59610100201;1400894;engine_16V4000M73.json;8;discard;0.55;low;faltan campos criticos o se marco para eliminar;eliminar;pendiente;revisar;;;459.100 g
X52810100072;1400896;engine_16V4000M73.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;COMPRESSOR WHEEL;;3.2 KGM
X59510100035;1400897;engine_16V4000M73.json;16;pending_review;0.39;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;COMPRESSOR HOUSING;;46.700 kg
X59510100030;1400905;engine_16V4000M73.json;16;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;TURBINE HOUSING;;22.66 KGM
X52810100043;1400910;engine_16V4000M73.json;40;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HOUSING COVER;;5.1 KGM
X59610100044;1400914;engine_16V4000M73.json;40;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG-IN PIPE;;0.095 KGM
700429014002;1400915;engine_16V4000M73.json;40;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 14 X 4;0.001 KGM
X59510100006;1400916;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;COOLANT LINE LEFT;;0.312 KGM
X59610100045;1400918;engine_16V4000M73.json;40;pending_review;0.39;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;BANJO SCREW;;78.900 g
X52810100138;1400922;engine_16V4000M73.json;32;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;41X4;0.004 KGM
X59610100005;1400923;engine_16V4000M73.json;40;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;THREADED BUSHING;M30X1,5 M22X1,5 SW36;0.078 KGM
X59510100061;1400925;engine_16V4000M73.json;8;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;BEARING HOUSING;;
X52810100094;1400928;engine_16V4000M73.json;23;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG;;0.113 KGM
X59510100034;1400932;engine_16V4000M73.json;8;pending_review;0.26;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;COMPRESSOR HOUSING A/R=2.65CM;;
X00040711;1400983;engine_16V4000M73.json;17;update_existing;0.2;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BUSHING;;203.500 g
X00040708;1400984;engine_16V4000M73.json;17;update_existing;0.2;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BUSHING;;325.200 g
X59510100089;1400989;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;COOLANT LINE RIGHT;;0.271 KGM
X59511400003/31;1401000;engine_16V4000M73.json;4;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;INTERCOOLER;;585.000 kg EM
X59511400008;1401004;engine_16V4000M73.json;8;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;HEAT SHIELD;;3.971 kg
X59611100003;1401017;engine_16V4000M73.json;14;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;BRACKET LEFT;;35.222 kg
X59611300003;1701134;engine_20V4000M93.json;14;import_superseded;0.05;low;relacion de sustitucion clara detectada;importar;pendiente;revisar;BRACKET RIGH T;;36.388 kg
304014016007;1401021;engine_16V4000M73.json;14;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 16 X120;0.211 KGM
000000002527;1401025;engine_16V4000M73.json;14;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 12 X 90;0.079 KGM
XP52711400023;1401026;engine_16V4000M73.json;4;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;INTERCOOLER;;440.000 kg
10 XP52711400023 INTERCOOLER BR 4000 1 pc 440.000 kg EM EINSCHUBLADELUFTKUEHLER;1401027;engine_16V4000M73.json;4;discard;0.39;low;faltan campos criticos o se marco para eliminar;eliminar;pendiente;revisar;;;
XP52711400024;1401028;engine_16V4000M73.json;4;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;HOUSING;;
XP52711400030;1401033;engine_16V4000M73.json;4;pending_review;0.11;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;HEAT SHIELD Bu;;
8499870002;1401036;engine_16V4000M73.json;8;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SEAL RUBBER GUMMIPRO FIL 1 METER LENGTH;;0.073 KGM
40601020;1500841;engine_16V4000M73L.json;8;pending_review;0.49;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;SEALING STRIP;;
X52820200168;1401050;engine_16V4000M73.json;34;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.666 KGM
X59612300016;1401051;engine_16V4000M73.json;14;import_superseded;0.3;low;relacion de sustitucion clara detectada;importar;ok;importar;INTAKE HOUSING;;14.860 kg EM
X59499100077;1401052;engine_16V4000M73.json;8;pending_review;0.39;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;RETAINER;;1.300 kg
X59412300013;1401055;engine_16V4000M73.json;12;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;INTAKE HOUSING VERTICAL;;6.155 KGM
X59412300012;1401058;engine_16V4000M73.json;12;pending_review;0.26;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;INTAKE HOUSING VERTICAL VERTIKAL;;
X59612300017;1401088;engine_16V4000M73.json;14;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;INTAKE HOUSING;;
X59612300026;1401096;engine_16V4000M73.json;12;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LEVER;;0.26 KGM
X59612300018;1401100;engine_16V4000M73.json;14;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;INTAKE HOUSING;;
X59512300003;1401112;engine_16V4000M73.json;8;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;DIVERTER VALVE;;9.7 KGM
X59512300008;1401120;engine_16V4000M73.json;8;pending_review;0.39;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;RETAINER;;3.600 kg
X59512300006;1401132;engine_16V4000M73.json;8;pending_review;0.39;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;AIR PIPING;;7.000 kg EM
X52799100041;1401135;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER ON CARRIER HOUSING;;1.033 KGM
X59599100023;1401140;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;6.625 KGM
X59699100042;1401148;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;1.078 KGM
X00043025;1401177;engine_16V4000M73.json;10;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CHARGE-AIR LINE END MEMBER, RIGHT BR4000;;
X52712500003;1401181;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ELBOW LIQUID-COOLED;;24.23 KGM
700429170000;1401182;engine_16V4000M73.json;26;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 170 X 4;0.016 KGM
700429118000;1401183;engine_16V4000M73.json;12;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 118 X 4;0.011 KGM
X52712500014;1401190;engine_16V4000M73.json;8;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CHARGE-AIR PIPE;130X2,5;2.6 KGM
X52612500083;1401191;engine_16V4000M73.json;12;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;DUAL-PURPOSE PLATE;;4.302 KGM
700429165000;1401192;engine_16V4000M73.json;20;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 165 X 5;0.023 KGM
X52712500001;1401196;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ELBOW LIQUID-COOLED;;9.418 KGM
000939010009;1401198;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;STUD;M 10 X 30;0.02 KGM
X52620300001;1401201;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;THREADED SLEEVE;;0.36 KGM
X52712500016;1401213;engine_16V4000M73.json;8;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CHARGE-AIR PIPE;130X2,5;3.418 KGM
X59414100053;1401218;engine_16V4000M73.json;12;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST HOUSING;;50.5 KGM
X59414100011;1401259;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST LINE INNER ELEMENT;;5.39 KGM
X59414100054;1501051;engine_16V4000M73L.json;12;pending_review;0.11;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;EXHAUST HOUSING 1 Business Port;;
5550160033;1401285;engine_16V4000M73.json;12;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SEALING CAP;D 20;0.007 KGM
1800 X56912300043;1401318;engine_16V4000M73.json;4;pending_review;0.11;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;ACTUATING CYLINDER HEX SCREW RETAINER SPACER WASHER HEX SCREW WASHER HEX SCREW CLEVIS ARTICULATED BEARING FOR FLAP CONTROL LEVER F/EXH FLAP CONTROL SCREW HEX SCREW NUT PIN SPRING;;
X59418500032;1401319;engine_16V4000M73.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;2.049 KGM
X59414500005;1401359;engine_16V4000M73.json;10;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;INTERMEDIATE FLANGE W/TEST CONNECTION;;9.31 KGM
15 5281700102;1401429;engine_16V4000M73.json;7;pending_review;0.11;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;VALVE AIR STARTER SCREW-FITTING UNION FOR COMPRESSED AIR 49619 2015-08;;
X59418500022;1401449;engine_16V4000M73.json;8;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;OIL LINE FOR FLAP CONTROL;;
X59418500023;1401450;engine_16V4000M73.json;8;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;OIL LINE FOR FLAP CONTROL;;
X59418500010;1401460;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL SUPPLY LINE;;0.27 KGM
X59418500007;1401461;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL SUPPLY LINE;;0.26 KGM
X59418500027;1401462;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.46 KGM
X59418500012;1401479;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL SUPPLY LINE;;0.077 KGM
X59418500031;1401480;engine_16V4000M73.json;8;pending_review;0.39;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;RETAINER;;1.600 kg
X59418500009;1401489;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL SUPPLY LINE;;0.106 KGM
X52618500009;1401490;engine_16V4000M73.json;8;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL LINE;;0.176 KGM
